vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
suv - small,2.5,4,Automatic with select shift,Regular gasoline,9.6,225.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,10.4,242.0
compact,2.0,4,Automatic with select shift,Regular gasoline,7.5,176.0
compact,2.0,4,Manual,Regular gasoline,7.5,175.0
compact,2.0,4,Manual,Regular gasoline,7.5,175.0
compact,2.5,4,Automatic with select shift,Regular gasoline,7.8,182.0
compact,2.5,4,Automatic with select shift,Regular gasoline,7.6,176.0
compact,2.5,4,Manual,Regular gasoline,8.2,194.0
mid-size,2.0,4,Automatic with select shift,Regular gasoline,7.5,174.0
mid-size,2.0,4,Manual,Regular gasoline,7.6,178.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,7.8,183.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,7.8,181.0
mid-size,2.5,4,Manual,Regular gasoline,8.4,198.0
minivan,2.5,4,Automatic with select shift,Regular gasoline,9.6,226.0
minivan,2.5,4,Manual,Regular gasoline,9.8,230.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,8.0,187.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,7.9,186.0
mid-size,2.5,4,Manual,Regular gasoline,8.4,196.0
two-seater,2.0,4,Automatic with select shift,Premium gasoline,8.0,187.0
two-seater,2.0,4,Manual,Premium gasoline,8.1,190.0
compact,4.0,8,Automatic with select shift,Premium gasoline,11.7,273.0
subcompact,4.0,8,Automatic with select shift,Premium gasoline,12.2,291.0
subcompact,4.0,8,Automatic with select shift,Premium gasoline,12.1,285.0
compact,4.0,8,Automatic with select shift,Premium gasoline,11.7,273.0
subcompact,4.0,8,Automatic with select shift,Premium gasoline,12.2,291.0
subcompact,4.0,8,Automatic with select shift,Premium gasoline,12.1,285.0
compact,2.0,4,Automatic with select shift,Premium gasoline,9.3,221.0
suv - standard,5.5,8,Automatic with select shift,Premium gasoline,18.4,413.0
suv - standard,6.0,12,Automatic with select shift,Premium gasoline,18.4,429.25010307770526
suv - small,2.0,4,Automatic with select shift,Premium gasoline,10.0,233.0
suv - small,3.0,6,Automatic,Premium gasoline,14.6,353.0
suv - standard,3.0,6,Automatic,Premium gasoline,12.0,281.0
suv - standard,3.0,6,Automatic,Premium gasoline,12.0,281.0
suv - standard,5.5,8,Automatic with select shift,Premium gasoline,15.6,363.0
suv - standard,5.5,8,Automatic with select shift,Premium gasoline,15.2,363.0
suv - standard,5.5,8,Automatic with select shift,Premium gasoline,16.3,369.0
two-seater,4.0,8,Automatic with select shift,Premium gasoline,12.8,303.0
two-seater,4.0,8,Automatic with select shift,Premium gasoline,12.8,303.0
full-size,5.5,8,Automatic with select shift,Premium gasoline,13.2,313.0
compact,5.5,8,Automatic with select shift,Premium gasoline,13.8,322.0
compact,5.5,8,Automatic with select shift,Premium gasoline,13.0,305.0
full-size,6.0,12,Automatic with select shift,Premium gasoline,14.6,349.0
compact,6.0,12,Automatic with select shift,Premium gasoline,14.3,348.0
compact,6.0,12,Automatic with select shift,Premium gasoline,15.5,365.0
two-seater,6.0,12,Automatic with select shift,Premium gasoline,14.5,340.0
two-seater,3.0,6,Automatic,Premium gasoline,10.1,234.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,8.3,179.0
subcompact,2.0,4,Automatic,Premium gasoline,9.5,222.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,9.3,218.0
compact,2.0,4,Automatic with select shift,Premium gasoline,8.1,190.0
compact,4.7,8,Automatic,Premium gasoline,11.7,275.0
mid-size,2.0,4,Automatic,Premium gasoline,9.5,246.0
mid-size,3.0,6,Automatic,Premium gasoline,10.4,245.0
station wagon - mid-size,3.0,6,Automatic,Premium gasoline,11.0,259.0
subcompact,3.0,6,Automatic with select shift,Premium gasoline,10.2,239.0
suv - standard,4.0,8,Automatic with select shift,Premium gasoline,17.9,401.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,9.1,212.0
suv - small,2.0,4,Automatic with select shift,Ethanol (E85),12.0,128.0
suv - small,2.0,4,Automatic,Premium gasoline,10.0,233.0
suv - standard,3.0,6,Automatic,Premium gasoline,11.7,276.0
suv - standard,4.7,8,Automatic,Premium gasoline,13.5,318.0
suv - standard,3.0,6,Automatic,Premium gasoline,13.0,306.0
suv - standard,4.7,8,Automatic,Premium gasoline,15.0,347.0
full-size,6.0,12,Automatic with select shift,Premium gasoline,15.0,359.0
special purpose vehicle,2.0,4,Automatic with select shift,Premium gasoline,10.2,240.0
special purpose vehicle,2.0,4,Automatic with select shift,Premium gasoline,10.5,248.0
mid-size,4.7,8,Automatic,Premium gasoline,12.0,280.0
full-size,4.7,8,Automatic,Premium gasoline,12.0,280.0
compact,4.7,8,Automatic,Premium gasoline,11.8,276.0
compact,4.7,8,Automatic,Premium gasoline,11.9,278.0
full-size,6.0,12,Automatic with select shift,Premium gasoline,14.5,350.0
two-seater,3.0,6,Automatic,Premium gasoline,10.1,237.0
two-seater,4.7,8,Automatic,Premium gasoline,11.7,275.0
two-seater,2.0,4,Automatic,Premium gasoline,8.5,200.0
subcompact,1.5,3,Automatic with select shift,Premium gasoline,7.9,184.0
subcompact,1.5,3,Manual,Premium gasoline,7.5,175.0
subcompact,1.5,3,Automatic with select shift,Premium gasoline,7.9,184.0
subcompact,1.5,3,Manual,Premium gasoline,7.5,175.0
mid-size,1.5,3,Automatic with select shift,Premium gasoline,8.4,197.0
mid-size,1.5,3,Manual,Premium gasoline,8.4,197.0
mid-size,1.5,3,Automatic with select shift,Premium gasoline,9.1,213.0
mid-size,1.5,3,Manual,Premium gasoline,9.1,214.0
minicompact,1.5,3,Automatic with select shift,Premium gasoline,7.9,184.0
minicompact,1.5,3,Manual,Premium gasoline,7.5,175.0
mid-size,1.5,3,Automatic with select shift,Premium gasoline,8.4,197.0
mid-size,1.5,3,Manual,Premium gasoline,8.4,197.0
mid-size,1.5,3,Automatic with select shift,Premium gasoline,9.2,215.0
mid-size,1.5,3,Manual,Premium gasoline,9.1,214.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,8.3,196.0
subcompact,2.0,4,Manual,Premium gasoline,8.9,210.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,8.3,196.0
subcompact,2.0,4,Manual,Premium gasoline,8.9,210.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,8.7,205.0
mid-size,2.0,4,Manual,Premium gasoline,9.4,220.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.0,210.0
mid-size,2.0,4,Manual,Premium gasoline,9.7,227.0
minicompact,2.0,4,Automatic with select shift,Premium gasoline,8.4,196.0
minicompact,2.0,4,Manual,Premium gasoline,8.9,210.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.1,213.0
mid-size,2.0,4,Manual,Premium gasoline,9.7,227.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,8.3,196.0
subcompact,2.0,4,Manual,Premium gasoline,8.9,210.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.0,210.0
mid-size,2.0,4,Manual,Premium gasoline,9.7,227.0
minicompact,2.0,4,Automatic with select shift,Premium gasoline,8.4,196.0
minicompact,2.0,4,Manual,Premium gasoline,9.4,220.0
compact,2.0,4,Continuously variable,Regular gasoline,7.9,183.0
compact,2.0,4,Manual,Regular gasoline,8.5,200.0
compact,2.4,4,Continuously variable,Regular gasoline,8.9,206.0
compact,2.4,4,Manual,Regular gasoline,9.3,218.0
compact,2.4,4,Continuously variable,Regular gasoline,9.2,212.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,8.4,194.0
station wagon - small,2.0,4,Manual,Regular gasoline,8.7,205.0
compact,1.2,3,Continuously variable,Regular gasoline,6.0,141.0
compact,1.2,3,Manual,Regular gasoline,6.5,150.0
compact,1.2,3,Continuously variable,Regular gasoline,6.4,149.0
compact,1.2,3,Manual,Regular gasoline,6.6,155.0
suv - small,2.4,4,Continuously variable,Regular gasoline,8.4,197.0
suv - small,2.4,4,Continuously variable,Regular gasoline,9.0,211.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,10.4,242.0
suv - small,2.0,4,Continuously variable,Regular gasoline,8.8,204.0
suv - small,2.0,4,Manual,Regular gasoline,9.3,216.0
suv - small,2.0,4,Continuously variable,Regular gasoline,9.2,213.0
two-seater,3.7,6,Automatic with select shift,Premium gasoline,11.1,261.0
two-seater,3.7,6,Automatic with select shift,Premium gasoline,11.5,270.0
mid-size,2.5,4,Continuously variable,Regular gasoline,7.5,176.0
mid-size,3.5,6,Continuously variable,Regular gasoline,9.1,214.0
mid-size,2.5,4,Continuously variable,Regular gasoline,7.8,183.0
suv - standard,5.6,8,Automatic with select shift,Regular gasoline,15.4,362.0
pickup truck - small,2.5,4,Automatic,Regular gasoline,12.2,286.0
pickup truck - small,2.5,4,Manual,Regular gasoline,11.4,268.0
pickup truck - small,4.0,6,Automatic,Regular gasoline,12.9,304.0
pickup truck - small,4.0,6,Automatic,Regular gasoline,13.8,326.0
pickup truck - small,4.0,6,Manual,Regular gasoline,13.5,317.0
subcompact,3.8,6,Automated manual,Premium gasoline,12.8,300.0
station wagon - small,1.6,4,Continuously variable,Premium gasoline,8.0,189.0
station wagon - small,1.6,4,Manual,Premium gasoline,8.0,188.0
station wagon - small,1.6,4,Continuously variable,Premium gasoline,8.4,199.0
station wagon - small,1.6,4,Manual,Premium gasoline,8.4,197.0
station wagon - small,1.6,4,Continuously variable,Premium gasoline,8.9,209.0
mid-size,3.5,6,Continuously variable,Premium gasoline,9.6,225.0
compact,1.6,4,Automatic,Regular gasoline,7.9,186.0
compact,1.6,4,Manual,Regular gasoline,7.9,185.0
station wagon - mid-size,3.5,6,Continuously variable,Regular gasoline,9.8,230.0
station wagon - mid-size,3.5,6,Continuously variable,Regular gasoline,9.9,232.0
special purpose vehicle,2.0,4,Continuously variable,Regular gasoline,9.4,220.0
suv - small,3.5,6,Continuously variable,Regular gasoline,10.2,240.0
suv - small,3.5,6,Continuously variable,Regular gasoline,10.7,250.0
suv - small,3.5,6,Continuously variable,Regular gasoline,11.0,258.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,8.1,191.0
station wagon - small,2.0,4,Manual,Regular gasoline,9.2,216.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,8.4,197.0
suv - small,2.5,4,Continuously variable,Regular gasoline,8.2,192.0
suv - small,2.5,4,Continuously variable,Regular gasoline,8.6,203.0
mid-size,1.6,4,Continuously variable,Premium gasoline,8.2,193.0
mid-size,1.6,4,Manual,Premium gasoline,8.3,195.0
mid-size,1.8,4,Continuously variable,Regular gasoline,7.3,171.0
mid-size,1.8,4,Manual,Regular gasoline,8.0,187.0
mid-size,1.6,4,Continuously variable,Premium gasoline,8.7,205.0
mid-size,1.6,4,Manual,Premium gasoline,8.7,204.0
pickup truck - standard,5.6,8,Automatic with select shift,Regular gasoline,13.3,312.0
pickup truck - standard,5.6,8,Automatic with select shift,Regular gasoline,13.4,315.0
pickup truck - standard,5.6,8,Automatic with select shift,Regular gasoline,14.2,333.0
mid-size,1.6,4,Continuously variable,Regular gasoline,7.0,164.0
mid-size,1.6,4,Manual,Regular gasoline,7.7,180.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.4,221.0
minicompact,3.0,6,Manual,Premium gasoline,10.1,237.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.7,227.0
minicompact,3.0,6,Manual,Premium gasoline,10.3,241.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.7,226.0
minicompact,3.0,6,Manual,Premium gasoline,10.4,242.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.7,228.0
minicompact,3.0,6,Manual,Premium gasoline,10.4,243.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.6,225.0
minicompact,3.0,6,Manual,Premium gasoline,10.4,242.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.8,230.0
minicompact,3.0,6,Manual,Premium gasoline,10.5,246.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.9,232.0
minicompact,3.0,6,Manual,Premium gasoline,10.4,243.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.9,231.0
minicompact,3.0,6,Manual,Premium gasoline,10.5,246.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.8,228.0
minicompact,3.0,6,Manual,Premium gasoline,10.5,246.0
minicompact,3.0,6,Automated manual,Premium gasoline,10.0,233.0
minicompact,3.0,6,Manual,Premium gasoline,10.5,246.0
minicompact,3.8,6,Automated manual,Premium gasoline,11.4,266.0
minicompact,3.8,6,Automated manual,Premium gasoline,11.4,267.0
minicompact,3.8,6,Automated manual,Premium gasoline,11.4,266.0
minicompact,3.8,6,Automated manual,Premium gasoline,11.4,267.0
two-seater,2.0,4,Automated manual,Premium gasoline,9.4,219.0
two-seater,2.0,4,Manual,Premium gasoline,9.8,229.0
two-seater,2.5,4,Automated manual,Premium gasoline,9.9,230.0
two-seater,2.5,4,Manual,Premium gasoline,10.7,249.0
suv - standard,3.6,6,Automatic,Premium gasoline,11.5,268.0
suv - standard,3.6,6,Automatic,Premium gasoline,12.1,281.0
suv - standard,3.6,6,Automatic,Premium gasoline,12.0,281.0
suv - standard,3.6,6,Automatic,Premium gasoline,12.6,296.0
suv - standard,4.8,8,Automatic,Premium gasoline,14.2,334.0
two-seater,2.0,4,Automated manual,Premium gasoline,9.4,219.0
two-seater,2.0,4,Manual,Premium gasoline,9.8,229.0
two-seater,2.5,4,Automated manual,Premium gasoline,9.9,230.0
two-seater,2.5,4,Manual,Premium gasoline,10.7,249.0
suv - small,2.0,4,Automatic,Premium gasoline,10.6,248.0
suv - small,3.0,6,Automatic,Premium gasoline,12.3,287.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,11.9,280.0
pickup truck - standard,3.6,6,Automatic,Ethanol (E85),17.0,283.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,14.8,346.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,13.6,319.0
pickup truck - standard,3.0,6,Automatic,Diesel,10.4,278.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,12.6,294.0
pickup truck - standard,3.6,6,Automatic,Ethanol (E85),18.0,300.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,15.4,361.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,14.0,328.0
pickup truck - standard,3.0,6,Automatic,Diesel,10.8,289.0
special purpose vehicle,2.4,4,Automatic,Regular gasoline,9.9,232.0
compact,6.5,12,Automatic with select shift,Premium gasoline,16.7,390.0
full-size,6.5,12,Automatic with select shift,Premium gasoline,16.7,390.0
full-size,6.5,12,Automatic with select shift,Premium gasoline,16.7,390.0
full-size,6.5,12,Automatic with select shift,Premium gasoline,17.1,400.0
full-size,6.5,12,Automatic with select shift,Premium gasoline,17.1,400.0
compact,6.5,12,Automatic with select shift,Premium gasoline,17.1,400.0
compact,6.5,12,Automatic with select shift,Premium gasoline,17.1,401.0
mid-size,6.5,12,Automatic with select shift,Premium gasoline,16.1,375.0
two-seater,0.9,3,Automated manual,Premium gasoline,6.7,152.0
minicompact,2.0,4,Automatic with select shift,Premium gasoline,8.6,200.0
minicompact,2.0,4,Manual,Premium gasoline,9.7,228.0
suv - small,2.0,4,Continuously variable,Regular gasoline,8.2,193.0
suv - small,2.0,4,Manual,Regular gasoline,9.2,216.0
suv - small,2.0,4,Continuously variable,Premium gasoline,9.5,223.0
suv - small,2.5,4,Continuously variable,Regular gasoline,8.4,196.0
suv - small,2.5,4,Manual,Regular gasoline,9.7,228.0
mid-size,2.0,4,Continuously variable,Regular gasoline,7.5,174.0
mid-size,2.0,4,Manual,Regular gasoline,8.9,208.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,7.5,176.0
station wagon - small,2.0,4,Manual,Regular gasoline,9.0,211.0
mid-size,2.5,4,Continuously variable,Regular gasoline,8.3,194.0
mid-size,2.5,4,Manual,Regular gasoline,9.5,222.0
mid-size,3.6,6,Continuously variable,Regular gasoline,10.3,241.0
suv - small,2.5,4,Continuously variable,Regular gasoline,8.4,198.0
suv - small,2.5,4,Manual,Regular gasoline,9.8,229.0
suv - small,3.6,6,Continuously variable,Regular gasoline,10.5,247.0
compact,2.0,4,Continuously variable,Premium gasoline,11.2,255.0
compact,2.0,4,Manual,Premium gasoline,10.0,235.0
compact,2.5,4,Manual,Premium gasoline,12.2,285.0
suv - standard,4.0,6,Automatic with select shift,Regular gasoline,13.3,310.0
suv - standard,4.0,6,Automatic with select shift,Regular gasoline,13.3,310.0
minicompact,2.0,4,Automatic with select shift,Premium gasoline,8.7,204.0
minicompact,2.0,4,Manual,Premium gasoline,9.9,232.0
mid-size,3.5,6,Automatic with select shift,Regular gasoline,9.7,226.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,8.6,199.0
mid-size,3.5,6,Automatic with select shift,Regular gasoline,9.6,224.0
mid-size,2.5,4,Continuously variable,Regular gasoline,5.9,137.0
mid-size,2.5,4,Continuously variable,Regular gasoline,6.0,141.0
mid-size,1.8,4,Continuously variable,Regular gasoline,7.5,174.0
mid-size,1.8,4,Continuously variable,Regular gasoline,7.5,178.0
mid-size,1.8,4,Manual,Regular gasoline,7.5,176.0
mid-size,1.8,4,Continuously variable,Regular gasoline,6.9,163.0
mid-size,1.8,4,Continuously variable,Regular gasoline,7.2,168.0
mid-size,1.8,4,Continuously variable,Regular gasoline,7.5,176.0
mid-size,1.8,4,Manual,Regular gasoline,7.9,185.0
suv - small,3.5,6,Automatic with select shift,Regular gasoline,10.3,243.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,10.6,251.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,10.6,247.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,10.4,242.0
suv - standard,3.5,6,Continuously variable,Regular gasoline,8.3,193.0
mid-size,1.8,4,Continuously variable,Regular gasoline,4.5,105.0
compact,1.5,4,Continuously variable,Regular gasoline,5.1,120.0
station wagon - mid-size,1.8,4,Continuously variable,Regular gasoline,5.8,135.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,9.2,217.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,9.0,210.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,9.5,222.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,9.7,226.0
suv - small,2.5,4,Continuously variable,Regular gasoline,7.3,170.0
suv - standard,5.7,8,Automatic with select shift,Regular gasoline,16.5,380.0
minivan,3.5,6,Automatic with select shift,Regular gasoline,10.9,255.0
minivan,3.5,6,Automatic with select shift,Regular gasoline,11.7,274.0
pickup truck - small,2.7,4,Automatic with select shift,Regular gasoline,11.2,263.0
pickup truck - small,3.5,6,Automatic with select shift,Regular gasoline,11.4,268.0
